# Tracker Misalignments from MisalignTracker.C, parameters:
# twist 0.001 rad
# parallelogram angle 0.001 rad
# zsqueeze 1 mm
# rsqueeze 0.5 mm
# trackerangle 0.001 rad
# trackerpos 5 mm
# planeangle = 0.001 rad
# planepos = 1 mm
# panelangle = 0.0001 rad
# panelposv = 0.1 mm
# panelposw = 0.2 mm
# wiredV = 0.05 mm
# wiredW = 0.075 mm
# twistval = -0.000701062 rad
# xparallelval = -2.28864e-05 mm
# yparallelval = 0.000784431 mm
# zsqueezeval = 0.0373737 mm
# rsqueezeval = 0.0831656 mm

#
#
#
TABLE TrkAlignTracker
#row, strawid, dx, dy, dz, rx, ry, rz
17, 17_0_0, -0.153895, 0.36607, -1.87175, -0.00136689, -3.20423e-05, 0.000712296
18, 18_0_0, 0.750196, -0.747889, -1.0204, 0.000129557, 0.00294935, -0.00119785
19, 19_0_0, -0.416872, 0.133023, 0.330097, -0.000614625, 0.000139749, 0.000562563
20, 20_0_0, -1.15646, 0.884959, 0.122286, 0.000643578, 0.000682035, 0.000479251
21, 21_0_0, 1.48685, -1.38902, -0.156009, -0.000261753, 0.00223743, -0.00113617
22, 22_0_0, 0.818837, 0.185854, -0.309205, 0.00153649, 0.000145941, 0.000294362
23, 23_0_0, 1.16693, 0.659991, -0.407458, -0.000730266, 0.00275634, -0.0010259
24, 24_0_0, 1.58011, 0.869874, -1.0807, 0.00216094, -0.00115416, -0.000556711
25, 25_0_0, 2.59214, 0.996783, 1.88907, 0.00171316, 0.000424998, -8.31442e-05
26, 26_0_0, 0.096126, -0.0014044, -1.29511, -0.000106327, -0.000600049, -0.000262706
27, 27_0_0, -1.55252, 0.370883, 0.373737, -0.000239211, 0.00141736, -0.000909795
28, 28_0_0, 1.94429, 0.200549, -0.905466, -0.00119114, 0.00195801, 4.33378e-06
29, 29_0_0, 0.70508, 2.24146, 0.283911, -0.000463484, 0.0016833, -0.000192381
30, 30_0_0, 0.00935626, -0.37564, 0.833749, 0.0013633, 0.000440726, -0.000176102
31, 31_0_0, 0.15879, 0.649974, -1.06455, 0.00140863, 0.00033879, 0.00200015
32, 32_0_0, -0.787272, 0.326547, 0.685244, -0.00069111, 0.00104425, 0.00131122
33, 33_0_0, 0.890035, -0.313527, -0.593196, -0.00213879, 0.00102335, -0.00148811
34, 34_0_0, 1.84193, 0.105222, 1.87155, -0.000267922, 0.000773002, 0.000512074
35, 35_0_0, 0.739108, 0.287994, -0.952916, 0.000869343, 0.000598432, -0.00107675
#
#
#
TABLE TrkAlignPanel
#row, strawid, dU, dV, dW, rU, rV, rW
0, 0_0_0, 0, -0.0283965, 0.409332, -0.00080944, 0.000585653, -0.000302189
1, 0_1_0, 0, 0.155339, -0.0162236, -0.00080944, 0.000585653, -0.000302189
2, 0_2_0, 0, 0.233255, 0.114054, -0.00080944, 0.000585653, -0.000302189
3, 0_3_0, 0, 0.126469, 0.114208, -0.00080944, 0.000585653, -0.000302189
4, 0_4_0, 0, -0.012257, -0.303857, -0.00080944, 0.000585653, -0.000302189
5, 0_5_0, 0, 0.0897239, -0.0684199, -0.00080944, 0.000585653, -0.000302189
6, 1_0_0, 0, 0.190431, -0.093194, -0.00080944, 0.000585653, -0.000302189
7, 1_1_0, 0, -0.119335, 0.186697, -0.00080944, 0.000585653, -0.000302189
8, 1_2_0, 0, -0.0260711, 0.101908, -0.00080944, 0.000585653, -0.000302189
9, 1_3_0, 0, 0.151931, 0.00746662, -0.00080944, 0.000585653, -0.000302189
10, 1_4_0, 0, 0.0291888, -0.0252492, -0.00080944, 0.000585653, -0.000302189
11, 1_5_0, 0, 0.0395031, 0.0561989, -0.00080944, 0.000585653, -0.000302189
12, 2_0_0, 0, 0.134624, -0.108463, -0.00080944, 0.000585653, -0.000302189
13, 2_1_0, 0, -0.0572677, 0.0687835, -0.00080944, 0.000585653, -0.000302189
14, 2_2_0, 0, 0.0532832, -0.278022, -0.00080944, 0.000585653, -0.000302189
15, 2_3_0, 0, 0.144839, 0.0870494, -0.00080944, 0.000585653, -0.000302189
16, 2_4_0, 0, 0.148452, 0.13513, -0.00080944, 0.000585653, -0.000302189
17, 2_5_0, 0, 0.0880269, -0.177146, -0.00080944, 0.000585653, -0.000302189
18, 3_0_0, 0, 0.129982, -0.0852836, -0.00080944, 0.000585653, -0.000302189
19, 3_1_0, 0, 0.176958, 0.00723161, -0.00080944, 0.000585653, -0.000302189
20, 3_2_0, 0, -0.0844556, 0.0349026, -0.00080944, 0.000585653, -0.000302189
21, 3_3_0, 0, 0.105209, -0.326473, -0.00080944, 0.000585653, -0.000302189
22, 3_4_0, 0, 0.0752739, -0.111796, -0.00080944, 0.000585653, -0.000302189
23, 3_5_0, 0, 0.147453, 0.239886, -0.00080944, 0.000585653, -0.000302189
24, 4_0_0, 0, 0.108746, -0.20919, -0.00080944, 0.000585653, -0.000302189
25, 4_1_0, 0, 0.0190187, 0.0637551, -0.00080944, 0.000585653, -0.000302189
26, 4_2_0, 0, 0.0943594, -0.144125, -0.00080944, 0.000585653, -0.000302189
27, 4_3_0, 0, 0.163922, 0.0521358, -0.00080944, 0.000585653, -0.000302189
28, 4_4_0, 0, 0.0801161, 0.0798323, -0.00080944, 0.000585653, -0.000302189
29, 4_5_0, 0, -0.0167852, -0.111738, -0.00080944, 0.000585653, -0.000302189
30, 5_0_0, 0, -0.0974377, -0.0510326, -0.00080944, 0.000585653, -0.000302189
31, 5_1_0, 0, 0.0813595, -0.199591, -0.00080944, 0.000585653, -0.000302189
32, 5_2_0, 0, -0.0173883, -0.0585068, -0.00080944, 0.000585653, -0.000302189
33, 5_3_0, 0, 0.0764999, -0.106164, -0.00080944, 0.000585653, -0.000302189
34, 5_4_0, 0, 0.109271, -0.306121, -0.00080944, 0.000585653, -0.000302189
35, 5_5_0, 0, -0.0122936, 0.271253, -0.00080944, 0.000585653, -0.000302189
36, 6_0_0, 0, 0.0645911, -0.195775, -0.00080944, 0.000585653, -0.000302189
37, 6_1_0, 0, -0.0221782, 0.198141, -0.00080944, 0.000585653, -0.000302189
38, 6_2_0, 0, 0.139346, -0.171539, -0.00080944, 0.000585653, -0.000302189
39, 6_3_0, 0, 0.229225, 0.214625, -0.00080944, 0.000585653, -0.000302189
40, 6_4_0, 0, 0.0496514, -0.397145, -0.00080944, 0.000585653, -0.000302189
41, 6_5_0, 0, 0.166744, 0.115508, -0.00080944, 0.000585653, -0.000302189
42, 7_0_0, 0, -0.00624016, -0.522925, -0.00080944, 0.000585653, -0.000302189
43, 7_1_0, 0, 0.133563, -0.0673458, -0.00080944, 0.000585653, -0.000302189
44, 7_2_0, 0, 0.0135216, 0.281819, -0.00080944, 0.000585653, -0.000302189
45, 7_3_0, 0, 0.144809, -0.0211651, -0.00080944, 0.000585653, -0.000302189
46, 7_4_0, 0, 0.0437769, -0.0955846, -0.00080944, 0.000585653, -0.000302189
47, 7_5_0, 0, 0.266232, -0.221387, -0.00080944, 0.000585653, -0.000302189
48, 8_0_0, 0, 0.0486871, 0.00715441, -0.00080944, 0.000585653, -0.000302189
49, 8_1_0, 0, 0.143658, -0.162139, -0.00080944, 0.000585653, -0.000302189
50, 8_2_0, 0, 0.00779745, -0.112497, -0.00080944, 0.000585653, -0.000302189
51, 8_3_0, 0, 0.0418789, -0.091062, -0.00080944, 0.000585653, -0.000302189
52, 8_4_0, 0, -0.0166328, 0.163823, -0.00080944, 0.000585653, -0.000302189
53, 8_5_0, 0, -0.161528, 0.217166, -0.00080944, 0.000585653, -0.000302189
54, 9_0_0, 0, 0.249633, -0.289582, -0.00080944, 0.000585653, -0.000302189
55, 9_1_0, 0, 0.125429, -0.087413, -0.00080944, 0.000585653, -0.000302189
56, 9_2_0, 0, 0.0266858, 0.0596211, -0.00080944, 0.000585653, -0.000302189
57, 9_3_0, 0, -0.0833599, -0.153641, -0.00080944, 0.000585653, -0.000302189
58, 9_4_0, 0, 0.284851, 0.0635509, -0.00080944, 0.000585653, -0.000302189
59, 9_5_0, 0, 0.0596426, 0.239184, -0.00080944, 0.000585653, -0.000302189
60, 10_0_0, 0, -0.0372704, 0.12093, -0.00080944, 0.000585653, -0.000302189
61, 10_1_0, 0, -0.105284, -0.00417072, -0.00080944, 0.000585653, -0.000302189
62, 10_2_0, 0, 0.162565, -0.282792, -0.00080944, 0.000585653, -0.000302189
63, 10_3_0, 0, -0.00367711, -0.139689, -0.00080944, 0.000585653, -0.000302189
64, 10_4_0, 0, 0.00571454, -0.164713, -0.00080944, 0.000585653, -0.000302189
65, 10_5_0, 0, 0.0509326, 0.13615, -0.00080944, 0.000585653, -0.000302189
66, 11_0_0, 0, 0.202739, -0.152772, -0.00080944, 0.000585653, -0.000302189
67, 11_1_0, 0, 0.285835, -0.191471, -0.00080944, 0.000585653, -0.000302189
68, 11_2_0, 0, 0.0416779, -0.0273702, -0.00080944, 0.000585653, -0.000302189
69, 11_3_0, 0, 0.0695391, -0.10119, -0.00080944, 0.000585653, -0.000302189
70, 11_4_0, 0, 0.291007, 0.033342, -0.00080944, 0.000585653, -0.000302189
71, 11_5_0, 0, 0.10983, 0.190367, -0.00080944, 0.000585653, -0.000302189
72, 12_0_0, 0, 0.0826662, -0.146324, -0.00080944, 0.000585653, -0.000302189
73, 12_1_0, 0, 0.0497126, 0.14936, -0.00080944, 0.000585653, -0.000302189
74, 12_2_0, 0, 0.02329, 0.0157116, -0.00080944, 0.000585653, -0.000302189
75, 12_3_0, 0, 0.104917, -0.129861, -0.00080944, 0.000585653, -0.000302189
76, 12_4_0, 0, 0.192474, -0.162995, -0.00080944, 0.000585653, -0.000302189
77, 12_5_0, 0, 0.124053, -0.234472, -0.00080944, 0.000585653, -0.000302189
78, 13_0_0, 0, 0.160277, 0.0844072, -0.00080944, 0.000585653, -0.000302189
79, 13_1_0, 0, 0.0727417, 0.316686, -0.00080944, 0.000585653, -0.000302189
80, 13_2_0, 0, 0.0701726, 0.0182368, -0.00080944, 0.000585653, -0.000302189
81, 13_3_0, 0, 0.124209, 0.2722, -0.00080944, 0.000585653, -0.000302189
82, 13_4_0, 0, -0.0927881, -0.0558749, -0.00080944, 0.000585653, -0.000302189
83, 13_5_0, 0, 0.0968512, 0.161471, -0.00080944, 0.000585653, -0.000302189
84, 14_0_0, 0, -0.0154805, -0.147168, -0.00080944, 0.000585653, -0.000302189
85, 14_1_0, 0, 0.247316, -0.231431, -0.00080944, 0.000585653, -0.000302189
86, 14_2_0, 0, 0.0619029, -0.332536, -0.00080944, 0.000585653, -0.000302189
87, 14_3_0, 0, 0.129753, 0.132962, -0.00080944, 0.000585653, -0.000302189
88, 14_4_0, 0, -0.0771965, 0.132836, -0.00080944, 0.000585653, -0.000302189
89, 14_5_0, 0, -0.0310878, -0.0068277, -0.00080944, 0.000585653, -0.000302189
90, 15_0_0, 0, 0.0108899, -0.414053, -0.00080944, 0.000585653, -0.000302189
91, 15_1_0, 0, 0.152416, -0.291521, -0.00080944, 0.000585653, -0.000302189
92, 15_2_0, 0, 0.0678788, 0.197355, -0.00080944, 0.000585653, -0.000302189
93, 15_3_0, 0, 0.0643813, -0.026297, -0.00080944, 0.000585653, -0.000302189
94, 15_4_0, 0, 0.0095028, 0.0302439, -0.00080944, 0.000585653, -0.000302189
95, 15_5_0, 0, -0.176099, -0.0951464, -0.00080944, 0.000585653, -0.000302189
96, 16_0_0, 0, 0.0197309, 0.0616493, -0.00080944, 0.000585653, -0.000302189
97, 16_1_0, 0, 0.165995, -0.0277617, -0.00080944, 0.000585653, -0.000302189
98, 16_2_0, 0, -0.0727966, -0.233557, -0.00080944, 0.000585653, -0.000302189
99, 16_3_0, 0, 0.217617, 0.0247685, -0.00080944, 0.000585653, -0.000302189
100, 16_4_0, 0, 0.0968168, 0.192048, -0.00080944, 0.000585653, -0.000302189
101, 16_5_0, 0, 0.311002, -0.0897719, -0.00080944, 0.000585653, -0.000302189
102, 17_0_0, 0, 0.051247, -0.0521148, -0.00080944, 0.000585653, -0.000302189
103, 17_1_0, 0, 0.0811606, -0.142538, -0.00080944, 0.000585653, -0.000302189
104, 17_2_0, 0, 0.341294, -0.248199, -0.00080944, 0.000585653, -0.000302189
105, 17_3_0, 0, 0.0821685, 0.221454, -0.00080944, 0.000585653, -0.000302189
106, 17_4_0, 0, 0.160885, -0.231066, -0.00080944, 0.000585653, -0.000302189
107, 17_5_0, 0, 0.201999, -0.221567, -0.00080944, 0.000585653, -0.000302189
108, 18_0_0, 0, 0.0474952, 0.290943, -0.00080944, 0.000585653, -0.000302189
109, 18_1_0, 0, 0.168767, -0.223464, -0.00080944, 0.000585653, -0.000302189
110, 18_2_0, 0, 0.142185, 0.358099, -0.00080944, 0.000585653, -0.000302189
111, 18_3_0, 0, 0.0825371, 0.0690821, -0.00080944, 0.000585653, -0.000302189
112, 18_4_0, 0, 0.0125082, -0.115976, -0.00080944, 0.000585653, -0.000302189
113, 18_5_0, 0, 0.244829, 0.160158, -0.00080944, 0.000585653, -0.000302189
114, 19_0_0, 0, 0.193228, -0.467551, -0.00080944, 0.000585653, -0.000302189
115, 19_1_0, 0, 0.220592, 0.195845, -0.00080944, 0.000585653, -0.000302189
116, 19_2_0, 0, 0.216797, 0.164846, -0.00080944, 0.000585653, -0.000302189
117, 19_3_0, 0, 0.17869, 0.0230824, -0.00080944, 0.000585653, -0.000302189
118, 19_4_0, 0, 0.458764, -0.0762667, -0.00080944, 0.000585653, -0.000302189
119, 19_5_0, 0, 0.184264, 0.0342153, -0.00080944, 0.000585653, -0.000302189
120, 20_0_0, 0, 0.0315116, 0.0391116, -0.00080944, 0.000585653, -0.000302189
121, 20_1_0, 0, 0.141563, -0.195553, -0.00080944, 0.000585653, -0.000302189
122, 20_2_0, 0, 0.146605, -0.11957, -0.00080944, 0.000585653, -0.000302189
123, 20_3_0, 0, 0.0963983, -0.167521, -0.00080944, 0.000585653, -0.000302189
124, 20_4_0, 0, 0.18264, -0.222302, -0.00080944, 0.000585653, -0.000302189
125, 20_5_0, 0, -0.0392805, -0.169421, -0.00080944, 0.000585653, -0.000302189
126, 21_0_0, 0, 0.0402472, 0.0978843, -0.00080944, 0.000585653, -0.000302189
127, 21_1_0, 0, 0.0413979, -0.128937, -0.00080944, 0.000585653, -0.000302189
128, 21_2_0, 0, -0.128365, -0.0730235, -0.00080944, 0.000585653, -0.000302189
129, 21_3_0, 0, 0.105698, -0.267366, -0.00080944, 0.000585653, -0.000302189
130, 21_4_0, 0, 0.0494969, 0.296207, -0.00080944, 0.000585653, -0.000302189
131, 21_5_0, 0, 0.0959238, -0.397858, -0.00080944, 0.000585653, -0.000302189
132, 22_0_0, 0, 0.21168, -0.0993819, -0.00080944, 0.000585653, -0.000302189
133, 22_1_0, 0, 0.133531, 0.029863, -0.00080944, 0.000585653, -0.000302189
134, 22_2_0, 0, 0.00288027, -0.0210683, -0.00080944, 0.000585653, -0.000302189
135, 22_3_0, 0, 0.0544582, 0.322707, -0.00080944, 0.000585653, -0.000302189
136, 22_4_0, 0, 0.243276, 0.111026, -0.00080944, 0.000585653, -0.000302189
137, 22_5_0, 0, 0.0983475, -0.0844684, -0.00080944, 0.000585653, -0.000302189
138, 23_0_0, 0, 0.00145226, -0.0108748, -0.00080944, 0.000585653, -0.000302189
139, 23_1_0, 0, 0.185768, -0.244403, -0.00080944, 0.000585653, -0.000302189
140, 23_2_0, 0, 0.175926, -0.113232, -0.00080944, 0.000585653, -0.000302189
141, 23_3_0, 0, 0.130812, -0.104732, -0.00080944, 0.000585653, -0.000302189
142, 23_4_0, 0, 0.0621684, -0.143371, -0.00080944, 0.000585653, -0.000302189
143, 23_5_0, 0, -0.0152314, -0.0727137, -0.00080944, 0.000585653, -0.000302189
144, 24_0_0, 0, 0.106567, -0.0178981, -0.00080944, 0.000585653, -0.000302189
145, 24_1_0, 0, -0.0204219, 0.3828, -0.00080944, 0.000585653, -0.000302189
146, 24_2_0, 0, 0.0417723, -0.121396, -0.00080944, 0.000585653, -0.000302189
147, 24_3_0, 0, 0.139666, 0.0984998, -0.00080944, 0.000585653, -0.000302189
148, 24_4_0, 0, 0.111533, -0.204295, -0.00080944, 0.000585653, -0.000302189
149, 24_5_0, 0, 0.106198, -0.234659, -0.00080944, 0.000585653, -0.000302189
150, 25_0_0, 0, -0.0252498, 0.184429, -0.00080944, 0.000585653, -0.000302189
151, 25_1_0, 0, 0.206313, -0.238678, -0.00080944, 0.000585653, -0.000302189
152, 25_2_0, 0, 0.110756, 0.244509, -0.00080944, 0.000585653, -0.000302189
153, 25_3_0, 0, 0.12377, -0.34304, -0.00080944, 0.000585653, -0.000302189
154, 25_4_0, 0, 0.118953, -0.0122559, -0.00080944, 0.000585653, -0.000302189
155, 25_5_0, 0, 0.130838, 0.0843146, -0.00080944, 0.000585653, -0.000302189
156, 26_0_0, 0, 0.234525, 0.356537, -0.00080944, 0.000585653, -0.000302189
157, 26_1_0, 0, -0.0311388, 0.111229, -0.00080944, 0.000585653, -0.000302189
158, 26_2_0, 0, -0.0494515, -0.0291536, -0.00080944, 0.000585653, -0.000302189
159, 26_3_0, 0, 0.145148, -0.00372348, -0.00080944, 0.000585653, -0.000302189
160, 26_4_0, 0, 0.186633, 0.0502537, -0.00080944, 0.000585653, -0.000302189
161, 26_5_0, 0, 0.168905, -0.0066157, -0.00080944, 0.000585653, -0.000302189
162, 27_0_0, 0, 0.048684, -0.191182, -0.00080944, 0.000585653, -0.000302189
163, 27_1_0, 0, 0.0956173, 0.681141, -0.00080944, 0.000585653, -0.000302189
164, 27_2_0, 0, 0.0336525, -0.346624, -0.00080944, 0.000585653, -0.000302189
165, 27_3_0, 0, 0.337545, 0.26784, -0.00080944, 0.000585653, -0.000302189
166, 27_4_0, 0, 0.0988009, -0.000431704, -0.00080944, 0.000585653, -0.000302189
167, 27_5_0, 0, -0.0173517, -0.113464, -0.00080944, 0.000585653, -0.000302189
168, 28_0_0, 0, 0.0506956, -0.0318758, -0.00080944, 0.000585653, -0.000302189
169, 28_1_0, 0, 0.0234993, 0.09449, -0.00080944, 0.000585653, -0.000302189
170, 28_2_0, 0, 0.0623817, 0.019193, -0.00080944, 0.000585653, -0.000302189
171, 28_3_0, 0, 0.101436, 0.066725, -0.00080944, 0.000585653, -0.000302189
172, 28_4_0, 0, -0.0527441, 0.00634945, -0.00080944, 0.000585653, -0.000302189
173, 28_5_0, 0, -0.0201881, -0.0528834, -0.00080944, 0.000585653, -0.000302189
174, 29_0_0, 0, 0.0925278, 0.0800908, -0.00080944, 0.000585653, -0.000302189
175, 29_1_0, 0, 0.0865226, -0.021067, -0.00080944, 0.000585653, -0.000302189
176, 29_2_0, 0, -0.0232603, -0.339713, -0.00080944, 0.000585653, -0.000302189
177, 29_3_0, 0, 0.188304, 0.144413, -0.00080944, 0.000585653, -0.000302189
178, 29_4_0, 0, -0.0603768, 0.234416, -0.00080944, 0.000585653, -0.000302189
179, 29_5_0, 0, 0.14549, -0.0421094, -0.00080944, 0.000585653, -0.000302189
180, 30_0_0, 0, 0.112651, -0.0221027, -0.00080944, 0.000585653, -0.000302189
181, 30_1_0, 0, 0.291948, -0.16159, -0.00080944, 0.000585653, -0.000302189
182, 30_2_0, 0, 0.13807, 0.0121157, -0.00080944, 0.000585653, -0.000302189
183, 30_3_0, 0, -0.00710457, 0.15794, -0.00080944, 0.000585653, -0.000302189
184, 30_4_0, 0, 0.150954, 0.206159, -0.00080944, 0.000585653, -0.000302189
185, 30_5_0, 0, 0.217794, 0.286533, -0.00080944, 0.000585653, -0.000302189
186, 31_0_0, 0, -0.0712551, 0.0138198, -0.00080944, 0.000585653, -0.000302189
187, 31_1_0, 0, 0.00671748, -0.440743, -0.00080944, 0.000585653, -0.000302189
188, 31_2_0, 0, 0.278201, -0.210583, -0.00080944, 0.000585653, -0.000302189
189, 31_3_0, 0, -0.00372847, -0.355246, -0.00080944, 0.000585653, -0.000302189
190, 31_4_0, 0, 0.0526909, 0.0169635, -0.00080944, 0.000585653, -0.000302189
191, 31_5_0, 0, 0.106009, -0.105831, -0.00080944, 0.000585653, -0.000302189
192, 32_0_0, 0, 0.176668, 0.0424692, -0.00080944, 0.000585653, -0.000302189
193, 32_1_0, 0, -0.0653985, 0.0755191, -0.00080944, 0.000585653, -0.000302189
194, 32_2_0, 0, 0.164792, 0.202937, -0.00080944, 0.000585653, -0.000302189
195, 32_3_0, 0, 0.169066, -0.215929, -0.00080944, 0.000585653, -0.000302189
196, 32_4_0, 0, 0.0326367, 0.174073, -0.00080944, 0.000585653, -0.000302189
197, 32_5_0, 0, 0.054129, 0.0918308, -0.00080944, 0.000585653, -0.000302189
198, 33_0_0, 0, 0.124389, -0.151274, -0.00080944, 0.000585653, -0.000302189
199, 33_1_0, 0, -0.0277072, -0.303517, -0.00080944, 0.000585653, -0.000302189
200, 33_2_0, 0, 0.0708662, 0.1099, -0.00080944, 0.000585653, -0.000302189
201, 33_3_0, 0, -0.0125093, -0.0606757, -0.00080944, 0.000585653, -0.000302189
202, 33_4_0, 0, 0.267315, 0.306901, -0.00080944, 0.000585653, -0.000302189
203, 33_5_0, 0, -0.0606485, 0.0375263, -0.00080944, 0.000585653, -0.000302189
204, 34_0_0, 0, 0.142671, 0.43209, -0.00080944, 0.000585653, -0.000302189
205, 34_1_0, 0, 0.108913, 0.0783708, -0.00080944, 0.000585653, -0.000302189
206, 34_2_0, 0, 0.136427, 0.427574, -0.00080944, 0.000585653, -0.000302189
207, 34_3_0, 0, 0.278417, 0.37495, -0.00080944, 0.000585653, -0.000302189
208, 34_4_0, 0, 0.0440376, 0.2578, -0.00080944, 0.000585653, -0.000302189
209, 34_5_0, 0, -0.055541, 0.0260501, -0.00080944, 0.000585653, -0.000302189
210, 35_0_0, 0, -0.0367256, 0.414007, -0.00080944, 0.000585653, -0.000302189
211, 35_1_0, 0, -0.0108259, 0.17667, -0.00080944, 0.000585653, -0.000302189
212, 35_2_0, 0, 0.039606, 0.00869386, -0.00080944, 0.000585653, -0.000302189
213, 35_3_0, 0, 0.115695, 0.213775, -0.00080944, 0.000585653, -0.000302189
214, 35_4_0, 0, 0.0741591, 0.0842401, -0.00080944, 0.000585653, -0.000302189
215, 35_5_0, 0, 0.159721, -0.286236, -0.00080944, 0.000585653, -0.000302189
#
#
#
TABLE TrkAlignStraw
#index,StrawId,wire_cal_dV,wire_cal_dW,wire_hv_dV,wire_hv_dW,straw_cal_dV,straw_cal_dW,straw_hv_dV,straw_hv_dW
0, 0_0_0, 0.0423278, -0.153847, 0.0408927, -0.00198838, 0.0411228, -0.0367725, 0.0907995, 0.0992601
1, 0_0_1, -0.0478399, -0.0733684, 0.0686165, 0.0658206, 0.0482811, -0.180157, -0.0491281, 0.0136406
2, 0_0_2, 0.0165346, 0.0580419, 0.05139, -0.0222042, 0.0117879, 0.114013, 0.126359, -0.00394687
3, 0_0_3, -0.027731, 0.0577505, -0.0456791, 0.0449315, 0.00506818, 0.21778, 0.0506233, -0.0315116
4, 0_0_4, -0.0407861, -0.0713967, -0.0655997, 0.0153036, -0.0749685, -0.0649333, 0.0486201, -0.0623989
5, 0_0_5, 0.00526451, -0.0991794, -0.116935, 0.0619226, -0.0181892, 0.062326, 0.0531371, -0.114407
6, 0_0_6, -0.0167675, 0.00289809, -0.0164718, -0.0612217, -0.0244703, -0.0489527, -0.047829, -0.0184425
7, 0_0_7, 0.0775408, 0.00440236, 0.028487, 0.066703, 0.0117247, -0.11361, 0.0366615, 0.111654
8, 0_0_8, -0.11088, 0.0612371, -0.0148354, 0.0419485, -0.033869, -0.180835, -0.0197972, 0.0726228
9, 0_0_9, -0.0224164, 0.0401635, -0.0126917, 0.0647271, -0.0474589, 0.00758806, -0.00794564, -0.179292
10, 0_0_10, 0.00182978, -0.146721, 0.0785805, -0.0139383, 0.0357636, 0.0259066, 0.0517557, 0.00757409
11, 0_0_11, -0.00901654, -0.0607918, -0.0410812, 0.0511663, -0.012652, 0.0789825, -0.00224528, -0.160141
12, 0_0_12, 0.026055, -0.0373116, -0.0529166, 0.0142034, -0.0245696, -0.052186, -0.00823865, 0.048892
13, 0_0_13, 0.0706234, -0.021786, 0.00762263, 0.00294639, -0.0568807, 0.032876, 0.0351555, 0.162993
14, 0_0_14, -0.00209834, -0.0440715, 0.092398, -0.0128643, 0.0288039, -0.0463544, -0.0469267, 0.0124678
15, 0_0_15, 0.106599, -0.061867, 0.00403202, -0.00141698, -0.0405028, 0.0306254, 0.0533741, 0.0277154
16, 0_0_16, 0.0676407, 0.0829252, -0.0426985, 0.0506269, 0.0429622, 0.0444581, 0.0232319, 0.0847367
17, 0_0_17, 0.0187841, 0.0770966, 0.0336709, -0.0795377, -0.010474, 0.00145958, -0.0752613, -0.0149829
18, 0_0_18, 0.0532132, -0.0105428, 0.035099, 0.0845371, -0.0035819, 0.0827758, 0.0289984, 0.0538648
19, 0_0_19, 0.0325499, -0.0726939, -0.0614404, -0.142281, 0.0206067, 0.118948, -0.00445353, -0.0631212
20, 0_0_20, -0.0118445, 0.0120875, -0.0508668, -0.0210672, 0.0212082, -0.0330452, 0.00376836, 0.139353
21, 0_0_21, -0.0177247, -0.105397, -0.0484932, 0.0494829, 0.0114995, -0.0177243, -0.0262555, 0.0569138
