# Tracker With No Misalignments
#
#
#
 TABLE TrkAlignTracker
#row, strawid, dx, dy, dz, rx, ry, rz
5027, 8_4_35, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5028, 8_4_36, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5029, 8_4_37, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5030, 8_4_38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5031, 8_4_39, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5032, 8_4_40, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5033, 8_4_41, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5034, 8_4_42, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5035, 8_4_43, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5036, 8_4_44, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5037, 8_4_45, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5038, 8_4_46, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5039, 8_4_47, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5040, 8_4_48, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5041, 8_4_49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5042, 8_4_50, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5043, 8_4_51, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5044, 8_4_52, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5045, 8_4_53, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5046, 8_4_54, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5047, 8_4_55, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5048, 8_4_56, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5049, 8_4_57, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5050, 8_4_58, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5051, 8_4_59, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5052, 8_4_60, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5053, 8_4_61, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5054, 8_4_62, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5055, 8_4_63, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5056, 8_4_64, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5057, 8_4_65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5058, 8_4_66, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5059, 8_4_67, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5060, 8_4_68, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5061, 8_4_69, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5062, 8_4_70, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5063, 8_4_71, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5064, 8_4_72, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5065, 8_4_73, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5066, 8_4_74, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5067, 8_4_75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5068, 8_4_76, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5069, 8_4_77, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5070, 8_4_78, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5071, 8_4_79, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5072, 8_4_80, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5073, 8_4_81, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5074, 8_4_82, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5075, 8_4_83, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5076, 8_4_84, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5077, 8_4_85, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5078, 8_4_86, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5079, 8_4_87, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5080, 8_4_88, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5081, 8_4_89, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5082, 8_4_90, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5083, 8_4_91, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5084, 8_4_92, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5085, 8_4_93, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5086, 8_4_94, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5087, 8_4_95, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5088, 8_5_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5089, 8_5_1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5090, 8_5_2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5091, 8_5_3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5092, 8_5_4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5093, 8_5_5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5094, 8_5_6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5095, 8_5_7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5096, 8_5_8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5097, 8_5_9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5098, 8_5_10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5099, 8_5_11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5100, 8_5_12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5101, 8_5_13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5102, 8_5_14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5103, 8_5_15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5104, 8_5_16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5105, 8_5_17, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5106, 8_5_18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5107, 8_5_19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5108, 8_5_20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5109, 8_5_21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5110, 8_5_22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5111, 8_5_23, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5112, 8_5_24, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5113, 8_5_25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5114, 8_5_26, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5115, 8_5_27, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5116, 8_5_28, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5117, 8_5_29, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5118, 8_5_30, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5119, 8_5_31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5120, 8_5_32, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5121, 8_5_33, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5122, 8_5_34, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5123, 8_5_35, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5124, 8_5_36, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5125, 8_5_37, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5126, 8_5_38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5127, 8_5_39, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5128, 8_5_40, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5129, 8_5_41, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5130, 8_5_42, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5131, 8_5_43, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5132, 8_5_44, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5133, 8_5_45, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5134, 8_5_46, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5135, 8_5_47, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5136, 8_5_48, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5137, 8_5_49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5138, 8_5_50, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5139, 8_5_51, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5140, 8_5_52, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5141, 8_5_53, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5142, 8_5_54, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5143, 8_5_55, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5144, 8_5_56, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5145, 8_5_57, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5146, 8_5_58, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5147, 8_5_59, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5148, 8_5_60, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5149, 8_5_61, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5150, 8_5_62, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5151, 8_5_63, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5152, 8_5_64, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5153, 8_5_65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5154, 8_5_66, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5155, 8_5_67, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5156, 8_5_68, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5157, 8_5_69, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5158, 8_5_70, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5159, 8_5_71, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5160, 8_5_72, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5161, 8_5_73, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5162, 8_5_74, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5163, 8_5_75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5164, 8_5_76, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5165, 8_5_77, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5166, 8_5_78, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5167, 8_5_79, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5168, 8_5_80, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5169, 8_5_81, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5170, 8_5_82, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5171, 8_5_83, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5172, 8_5_84, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5173, 8_5_85, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5174, 8_5_86, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5175, 8_5_87, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5176, 8_5_88, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5177, 8_5_89, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5178, 8_5_90, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5179, 8_5_91, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5180, 8_5_92, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5181, 8_5_93, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5182, 8_5_94, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5183, 8_5_95, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5184, 9_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5185, 9_0_1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5186, 9_0_2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5187, 9_0_3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5188, 9_0_4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5189, 9_0_5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5190, 9_0_6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5191, 9_0_7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5192, 9_0_8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5193, 9_0_9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5194, 9_0_10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5195, 9_0_11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5196, 9_0_12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5197, 9_0_13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5198, 9_0_14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5199, 9_0_15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5200, 9_0_16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5201, 9_0_17, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5202, 9_0_18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5203, 9_0_19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5204, 9_0_20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5205, 9_0_21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5206, 9_0_22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5207, 9_0_23, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5208, 9_0_24, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5209, 9_0_25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5210, 9_0_26, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5211, 9_0_27, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5212, 9_0_28, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5213, 9_0_29, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5214, 9_0_30, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5215, 9_0_31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5216, 9_0_32, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5217, 9_0_33, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5218, 9_0_34, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5219, 9_0_35, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5220, 9_0_36, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5221, 9_0_37, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5222, 9_0_38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5223, 9_0_39, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5224, 9_0_40, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5225, 9_0_41, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5226, 9_0_42, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5227, 9_0_43, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5228, 9_0_44, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5229, 9_0_45, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5230, 9_0_46, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5231, 9_0_47, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5232, 9_0_48, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5233, 9_0_49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5234, 9_0_50, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5235, 9_0_51, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5236, 9_0_52, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5237, 9_0_53, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5238, 9_0_54, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5239, 9_0_55, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5240, 9_0_56, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5241, 9_0_57, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5242, 9_0_58, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5243, 9_0_59, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5244, 9_0_60, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5245, 9_0_61, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5246, 9_0_62, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5247, 9_0_63, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5248, 9_0_64, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5249, 9_0_65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5250, 9_0_66, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5251, 9_0_67, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5252, 9_0_68, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5253, 9_0_69, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5254, 9_0_70, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5255, 9_0_71, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5256, 9_0_72, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5257, 9_0_73, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5258, 9_0_74, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5259, 9_0_75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5260, 9_0_76, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5261, 9_0_77, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5262, 9_0_78, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5263, 9_0_79, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5264, 9_0_80, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5265, 9_0_81, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5266, 9_0_82, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5267, 9_0_83, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5268, 9_0_84, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5269, 9_0_85, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5270, 9_0_86, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5271, 9_0_87, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5272, 9_0_88, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5273, 9_0_89, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5274, 9_0_90, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5275, 9_0_91, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5276, 9_0_92, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5277, 9_0_93, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5278, 9_0_94, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5279, 9_0_95, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5280, 9_1_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5281, 9_1_1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5282, 9_1_2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5283, 9_1_3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5284, 9_1_4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5285, 9_1_5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5286, 9_1_6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5287, 9_1_7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5288, 9_1_8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5289, 9_1_9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5290, 9_1_10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5291, 9_1_11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5292, 9_1_12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5293, 9_1_13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5294, 9_1_14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5295, 9_1_15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5296, 9_1_16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5297, 9_1_17, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5298, 9_1_18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5299, 9_1_19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5300, 9_1_20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5301, 9_1_21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5302, 9_1_22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5303, 9_1_23, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5304, 9_1_24, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
