TABLE CRVSiPM
#channel, pedestal, calibPulseHeight, calibPulseArea
192,-19.4151,20.9206,549.815
193,0,-1,-1
194,7.81987,19.3905,549.815
195,0,-1,-1
196,16.525,18.5285,529.83
197,0,-1,-1
198,-10.7273,18.8181,509.823
199,0,-1,-1
200,-2.96146,18.7308,509.823
201,0,-1,-1
202,12.2625,18.9413,549.815
203,0,-1,-1
204,8.59941,19.3984,529.83
205,0,-1,-1
206,-7.52325,19.8834,549.815
207,0,-1,-1
208,9.64551,20.0531,569.815
209,0,-1,-1
210,4.48122,19.9974,569.815
211,0,-1,-1
212,5.4173,18.9361,549.815
213,0,-1,-1
214,-3.34627,19.1342,549.815
215,0,-1,-1
216,-2.49525,19.9202,569.815
217,0,-1,-1
218,-7.00954,20.6283,549.815
219,0,-1,-1
220,4.85469,19.7155,569.815
221,0,-1,-1
222,2.35291,20.6588,549.815
223,0,-1,-1
224,0,-1,-1
225,0,-1,-1
226,0,-1,-1
227,0,-1,-1
228,0,-1,-1
229,0,-1,-1
230,0,-1,-1
231,0,-1,-1
232,0,-1,-1
233,0,-1,-1
234,0,-1,-1
235,0,-1,-1
236,0,-1,-1
237,0,-1,-1
238,0,-1,-1
239,0,-1,-1
240,0,-1,-1
241,0,-1,-1
242,0,-1,-1
243,0,-1,-1
244,0,-1,-1
245,0,-1,-1
246,0,-1,-1
247,0,-1,-1
248,0,-1,-1
249,0,-1,-1
250,0,-1,-1
251,0,-1,-1
252,0,-1,-1
253,0,-1,-1
254,0,-1,-1
255,0,-1,-1

TABLE CRVTime
#channel, timeOffset
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
